employee_id,age,gender,department,job_role,education,years_experience,monthly_salary,training_hours,attendance_percent,projects_completed,overtime_hours,satisfaction_score,work_life_balance,manager_rating,last_promotion_years,remote_days_per_month,skill_score,performance_score,performance_label,attrition_risk
EMP1134,55,Male,Operations,Operations Associate,Postgraduate,35,167900,17.0,91.9,10,0,8.0,3,3.3,4,3,78,98.0,High Performer,5.0
EMP1135,53,Male,Support,Customer Support,MBA,29,107716,55.0,88.7,12,21,6.0,5,3.5,4,2,70,97.9,High Performer,5.9
EMP1136,40,Male,Engineering,QA Engineer,Graduate,14,108977,29.0,88.4,6,7,6.0,9,4.0,2,9,57,88.6,High Performer,6.0
EMP1137,53,Female,Support,Service Associate,MBA,33,127755,33.0,98.2,8,5,7.0,8,3.0,4,11,98,98.0,High Performer,5.0
EMP1138,44,Female,Engineering,QA Engineer,Graduate,18,130023,22.0,82.6,7,20,7.0,10,3.8,2,1,92,84.1,High Performer,5.0
EMP1139,29,Female,Engineering,Data Analyst,Graduate,7,86648,25.0,85.7,4,9,5.0,7,3.6,5,13,80,75.5,High Performer,6.0
EMP1140,32,Female,Operations,Operations Manager,Graduate,7,87567,33.0,98.7,9,8,9.0,2,4.9,0,7,77,98.0,High Performer,5.0
EMP1141,23,Female,Engineering,Team Lead,Postgraduate,0,62089,41.0,88.5,10,11,7.0,6,2.4,2,9,75,79.5,High Performer,5.0
EMP1142,43,Female,Marketing,SEO Analyst,MBA,17,87287,40.0,89.9,12,14,6.0,7,3.1,1,5,67,85.3,High Performer,9.2
EMP1143,54,Female,Operations,Process Analyst,Diploma,28,124473,58.0,100.0,5,27,6.0,5,3.9,1,8,73,84.0,High Performer,11.6
EMP1144,54,Male,Support,Service Associate,Graduate,33,122433,28.0,94.7,11,18,6.0,5,,1,7,86,98.0,High Performer,5.2
EMP1145,44,Male,HR,Recruiter,Graduate,20,141865,22.0,95.3,9,13,7.0,5,3.8,3,16,92,94.0,High Performer,5.8
EMP1146,24,Male,Engineering,QA Engineer,Graduate,0,72807,11.0,93.4,8,5,9.0,5,3.3,3,12,57,83.6,High Performer,5.0
EMP1147,54,Male,Operations,Operations Associate,Diploma,31,136166,31.0,98.1,9,16,5.0,10,5.0,2,8,86,93.4,High Performer,6.5
EMP1148,54,Female,Finance,Financial Analyst,MBA,28,143746,33.0,87.8,12,18,9.0,7,3.4,4,0,98,98.0,High Performer,9.9
EMP1149,35,Male,Engineering,QA Engineer,Postgraduate,12,107229,26.0,81.1,8,2,4.0,6,3.8,6,9,92,87.0,High Performer,5.0
EMP1150,23,Male,Operations,Operations Associate,Graduate,0,70722,22.0,94.6,7,21,8.0,9,,3,3,56,78.0,High Performer,5.0
EMP1151,28,Male,Finance,Accountant,Graduate,6,84303,26.0,88.5,9,20,6.0,4,2.8,4,0,70,84.1,High Performer,8.0
EMP1152,35,Female,HR,Recruiter,Graduate,9,77111,48.0,90.9,16,9,7.0,5,,3,2,70,98.0,High Performer,6.3
EMP1153,50,Female,HR,HR Manager,Graduate,28,141523,19.0,85.0,9,25,9.0,8,3.5,5,5,92,93.9,High Performer,11.2
EMP1154,48,Male,Support,Support Lead,Graduate,22,99679,21.0,97.9,5,0,6.0,6,2.8,3,7,75,93.5,High Performer,5.0
EMP1155,57,Other,Sales,Sales Executive,Postgraduate,35,137380,35.0,82.6,9,15,6.0,4,2.6,0,7,96,93.3,High Performer,5.0
EMP1156,49,Female,Marketing,Marketing Manager,Graduate,29,129710,36.0,99.7,13,11,7.0,4,,1,8,98,98.0,High Performer,10.0
EMP1157,42,Male,HR,HR Manager,Postgraduate,19,98706,,92.6,8,17,10.0,4,4.0,2,4,92,88.7,High Performer,5.0
EMP1158,26,Female,Sales,Account Manager,Graduate,4,95167,39.0,90.1,12,23,10.0,4,2.6,4,7,85,78.9,High Performer,8.0
EMP1159,34,Male,Support,Service Associate,Graduate,9,68984,21.0,85.4,6,9,5.0,4,4.9,2,7,52,78.0,High Performer,5.0
EMP1160,24,Female,Finance,Accountant,Graduate,4,70109,32.0,89.2,12,10,8.0,9,4.0,1,0,79,98.0,High Performer,5.0
EMP1161,57,Female,Operations,Operations Manager,Graduate,30,151442,31.0,99.0,10,17,6.0,7,3.6,0,4,71,88.1,High Performer,5.0
EMP1162,23,Male,Sales,Account Manager,Graduate,0,60822,17.0,89.1,7,22,7.0,8,3.7,2,9,78,67.5,Average Performer,8.0
EMP1163,43,Male,Finance,Finance Manager,MBA,19,99076,25.0,87.4,11,9,5.0,7,3.3,4,1,81,98.0,High Performer,5.0
EMP1164,53,Female,Sales,Business Associate,Graduate,30,133041,41.0,92.5,7,23,4.0,5,3.7,5,1,87,82.1,High Performer,10.1
EMP1165,49,Other,HR,Recruiter,Postgraduate,26,129023,35.0,87.2,6,11,7.0,6,3.9,0,5,98,98.0,High Performer,5.4
EMP1166,32,Female,Support,Customer Support,Graduate,8,40618,30.0,90.0,6,33,10.0,8,2.9,6,8,61,66.7,Average Performer,11.5
EMP1167,49,Male,Support,Support Lead,Postgraduate,29,110194,44.0,84.6,11,1,4.0,4,,3,7,64,88.5,High Performer,5.0
EMP1168,30,Female,Finance,Finance Manager,Postgraduate,3,98195,18.0,87.6,6,11,5.0,3,3.0,1,12,96,71.0,Average Performer,5.0
EMP1169,28,Female,Engineering,Team Lead,Diploma,6,85743,18.0,85.8,9,13,7.0,3,4.2,1,10,73,78.5,High Performer,5.0
EMP1170,50,Female,Sales,Account Manager,Graduate,23,122189,50.0,87.1,11,8,6.0,6,2.6,3,4,57,86.2,High Performer,5.0
EMP1171,46,Female,Marketing,Content Strategist,Graduate,20,114299,29.0,92.9,9,8,7.0,7,2.8,3,0,93,94.9,High Performer,6.5
EMP1172,39,Female,Engineering,QA Engineer,Graduate,19,120313,29.0,83.5,5,7,4.0,9,2.4,3,7,83,77.8,High Performer,6.0
EMP1173,23,Male,Operations,Operations Manager,Graduate,3,53172,9.0,93.4,9,31,8.0,9,4.7,5,9,54,68.6,Average Performer,10.2
EMP1174,40,Male,Finance,Accountant,Graduate,16,119588,37.0,84.9,5,0,7.0,6,2.9,0,7,75,83.3,High Performer,5.0
EMP1175,28,Female,Engineering,QA Engineer,Postgraduate,4,97546,34.0,90.4,5,5,5.0,3,4.3,3,6,73,80.2,High Performer,5.0
EMP1176,57,Male,Marketing,Content Strategist,Diploma,35,154514,50.0,97.4,7,11,6.0,7,3.3,2,4,98,92.6,High Performer,5.0
EMP1177,24,Female,Support,Customer Support,Diploma,0,63487,50.0,89.6,6,9,8.0,4,4.8,5,1,58,83.2,High Performer,5.0
EMP1178,26,Female,Support,Customer Support,Postgraduate,3,86546,41.0,81.9,11,23,7.0,7,2.7,0,5,86,77.0,High Performer,10.9
EMP1179,40,Male,Engineering,Software Engineer,Graduate,14,107434,35.0,75.5,8,20,7.0,7,3.5,0,12,71,75.9,High Performer,9.4
EMP1180,28,Male,Engineering,Software Engineer,Diploma,6,89029,49.0,85.9,4,14,7.0,7,2.5,0,9,58,68.7,Average Performer,5.0
EMP1181,40,Male,Marketing,Content Strategist,Postgraduate,20,118641,9.0,84.1,7,7,6.0,7,4.2,0,5,88,81.6,High Performer,5.0
EMP1182,51,Male,HR,Recruiter,Graduate,24,114257,19.0,91.5,9,5,8.0,8,3.0,1,2,62,98.0,High Performer,5.0
EMP1183,25,Male,Marketing,SEO Analyst,Graduate,1,52515,15.0,93.3,5,11,8.0,7,,0,0,60,67.2,Average Performer,5.0
EMP1184,40,Male,Sales,Account Manager,Postgraduate,20,116787,30.0,86.0,12,11,9.0,6,3.5,2,6,74,98.0,High Performer,6.5
EMP1185,25,Male,Finance,Financial Analyst,Graduate,5,91748,27.0,85.8,10,20,8.0,6,3.1,4,4,63,72.7,Average Performer,5.4
EMP1186,44,Male,Marketing,Marketing Manager,Graduate,20,122548,25.0,88.7,8,12,6.0,6,3.1,5,6,78,78.6,High Performer,5.0
EMP1187,37,Male,Operations,Process Analyst,Postgraduate,13,89147,26.0,95.5,1,28,8.0,5,3.2,3,8,68,57.0,Average Performer,12.8
EMP1188,23,Other,Marketing,SEO Analyst,Postgraduate,3,81392,8.0,87.9,5,12,8.0,3,2.6,1,6,79,77.4,High Performer,5.0
EMP1189,30,Male,HR,Recruiter,Postgraduate,9,67715,20.0,92.1,7,10,8.0,6,2.9,2,9,61,78.1,High Performer,5.0
EMP1190,28,Male,Engineering,Team Lead,Graduate,4,68623,46.0,89.4,5,24,5.0,5,2.2,5,13,50,54.2,Needs Improvement,8.8
EMP1191,22,Male,Engineering,Software Engineer,Postgraduate,0,77311,20.0,87.5,1,10,5.0,8,3.5,3,5,42,47.3,Needs Improvement,5.0
EMP1192,25,Female,Operations,Operations Manager,Graduate,2,61074,43.0,94.3,4,13,7.0,7,4.7,2,10,55,72.6,Average Performer,5.0
EMP1193,35,Male,Finance,Finance Manager,Graduate,14,111566,19.0,94.6,8,19,6.0,7,4.3,2,7,91,83.7,High Performer,5.0
EMP1194,32,Female,HR,Recruiter,Graduate,8,49870,26.0,86.5,7,29,5.0,10,3.2,1,9,83,67.3,Average Performer,8.3
EMP1195,52,Male,Support,Support Lead,Graduate,30,137632,27.0,88.7,8,23,5.0,8,4.2,2,6,80,84.3,High Performer,7.8
EMP1196,38,Female,Finance,Financial Analyst,Postgraduate,11,105295,35.0,95.7,6,9,4.0,6,4.9,3,3,62,72.1,Average Performer,5.0
EMP1197,32,Male,Operations,Operations Associate,Graduate,11,86524,26.0,88.1,13,24,9.0,3,3.4,1,8,87,88.8,High Performer,5.3
EMP1198,51,Male,HR,HR Manager,Postgraduate,25,122057,34.0,91.6,11,19,7.0,6,3.4,1,2,89,89.0,High Performer,8.0
EMP1199,41,Male,Operations,Operations Associate,Postgraduate,18,109906,42.0,80.7,12,34,,8,3.9,2,5,90,81.3,High Performer,8.1
EMP1200,53,Male,Engineering,Team Lead,Postgraduate,27,141219,21.0,75.4,7,16,7.0,7,3.9,1,2,88,87.2,High Performer,7.3
